id,Dien_tich,So_phong,So_tang,Mat_tien_m,Huong_nha,Vi_tri,Noi_dung_mo_ta,Gia_ty_vnd
165,313.4,1,5,5.7,Đông Nam,Huyen_Binh_Chanh,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",13.17
166,48.3,7,4,6.5,Đông Nam,Quan_Tan_Binh,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ đỏ, nội thất cao cấp.",9.19
167,212.8,3,1,6.2,Đông,Quan_2,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, nội thất cao cấp.",84.29
168,165.3,1,2,6.6,Đông Bắc,Huyen_Nha_Be,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",8.1
169,299.0,5,3,5.4,Tây,Quan_Tan_Binh,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nội thất cao cấp.",64.93
170,172.7,6,1,3.3,Tây Nam,Quan_3,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, sổ hồng chính chủ, nội thất cao cấp.",67.87
171,256.1,8,2,5.7,Đông Bắc,Quan_10,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",39.64
172,70.5,3,1,8.3,Tây Nam,Quan_10,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nở hậu.",15.2
173,145.4,1,1,3.9,Bắc,Quan_Thu_Duc,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nội thất cao cấp.",20.14
174,292.0,4,1,6.3,Bắc,Huyen_Binh_Chanh,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu, sổ hồng chính chủ.",15.75
175,99.3,4,3,4.7,Đông,Quan_Binh_Thanh,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",16.49
176,152.0,3,1,4.8,Đông Bắc,Quan_12,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",12.69
177,121.1,5,2,4.7,Nam,Quan_8,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",11.13
178,154.3,5,5,4.0,Tây Nam,Quan_7,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",43.52
179,46.8,8,3,7.4,Đông Bắc,Quan_Tan_Binh,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nội thất cao cấp.",8.84
180,251.8,6,1,5.6,Nam,Quan_4,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nội thất cao cấp.",56.67
181,54.1,4,1,3.1,Đông Nam,Quan_1,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",15.89
182,167.4,5,3,4.1,Tây Nam,Quan_1,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ đỏ.",54.93
183,119.1,5,3,7.5,Đông Nam,Quan_Go_Vap,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ đỏ, nội thất cao cấp.",17.44
184,187.8,6,1,5.4,Bắc,Quan_6,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu, sổ hồng chính chủ.",26.17
185,232.9,4,5,3.6,Tây Bắc,Quan_1,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",61.15
186,180.7,6,3,5.4,Tây,Quan_Binh_Tan,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",13.04
187,117.4,4,2,4.4,Bắc,Quan_5,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nội thất cao cấp.",29.19
188,188.7,8,3,4.8,Đông Bắc,Quan_6,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ hồng chính chủ.",29.05
189,174.1,8,3,9.5,Nam,Huyen_Binh_Chanh,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",8.05
190,187.2,2,2,6.8,Tây,Quan_Binh_Tan,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",16.3
191,112.8,1,2,7.5,Tây,Quan_8,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ đỏ.",11.98
192,211.7,3,1,3.2,Tây Bắc,Huyen_Hoc_Mon,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",7.63
193,194.0,2,1,5.1,Đông,Quan_11,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nở hậu, sổ đỏ, nội thất cao cấp.",42.91
194,249.6,7,5,6.5,Đông Nam,Quan_8,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",30.77
195,305.3,6,3,9.7,Tây,Quan_Go_Vap,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",25.68
196,268.3,8,2,5.1,Đông Bắc,Quan_Phu_Nhuan,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ đỏ.",75.87
197,54.4,8,1,3.7,Tây Bắc,Quan_2,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ đỏ, nội thất cao cấp.",19.9
198,283.0,5,2,4.3,Bắc,Quan_6,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nở hậu, nội thất cao cấp.",46.63
199,232.6,1,1,8.2,Nam,Quan_3,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",72.22
200,165.9,4,2,5.2,Đông Nam,Quan_5,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",30.79
201,45.2,1,2,3.5,Tây Bắc,Quan_5,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu, sổ hồng chính chủ.",10.28
202,198.9,7,3,5.6,Đông Bắc,Quan_4,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",30.45
203,85.6,4,2,5.2,Bắc,Quan_11,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",12.2
204,316.1,6,1,4.9,Nam,Quan_1,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nội thất cao cấp.",125.4
205,44.9,5,1,6.0,Bắc,Huyen_Nha_Be,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ đỏ.",2.81
206,206.7,5,1,5.7,Bắc,Huyen_Binh_Chanh,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nội thất cao cấp.",14.49
207,116.5,7,3,3.2,Đông Nam,Quan_3,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",30.68
208,233.8,1,2,3.4,Nam,Quan_1,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nội thất cao cấp.",112.77
209,252.6,1,2,7.7,Bắc,Quan_4,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ.",35.12
210,71.4,2,4,4.9,Tây,Quan_Binh_Thanh,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",11.19
211,188.1,7,5,5.1,Đông Bắc,Quan_2,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, sổ hồng chính chủ, nội thất cao cấp.",65.05
212,90.8,1,1,5.2,Đông Bắc,Quan_6,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",10.41
213,243.2,4,3,9.3,Đông Nam,Quan_11,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",29.3
214,184.8,1,2,5.1,Đông,Quan_8,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nội thất cao cấp.",23.76
215,234.9,2,1,6.0,Tây,Quan_5,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",67.87
216,213.0,7,3,6.9,Nam,Quan_5,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nội thất cao cấp.",59.38
217,118.8,5,2,5.6,Đông Bắc,Quan_12,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",11.41
218,158.3,8,2,6.2,Tây,Quan_7,"Biệt thự nghỉ dưỡng, hồ bơi riêng, sân thượng view thoáng, sổ hồng, nở hậu, nội thất cao cấp.",43.77
219,310.7,7,3,11.2,Bắc,Quan_8,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ đỏ.",31.02
220,60.8,1,4,3.1,Đông,Quan_5,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",12.19
221,31.4,2,3,8.2,Tây Nam,Quan_3,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",6.73
222,152.8,7,4,7.4,Tây Nam,Huyen_Nha_Be,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",8.19
223,172.2,8,2,7.9,Đông Nam,Quan_11,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nở hậu, nội thất cao cấp.",34.66
224,255.7,6,3,6.3,Tây Nam,Quan_Tan_Binh,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",42.66
225,263.6,8,1,6.1,Tây Bắc,Quan_2,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ đỏ.",49.83
226,129.7,3,5,5.9,Tây Nam,Quan_Tan_Binh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",28.74
227,191.1,4,3,7.7,Tây Bắc,Quan_5,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, nội thất cao cấp.",38.55
228,262.9,6,1,5.2,Đông Bắc,Quan_7,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",52.07
229,197.9,6,5,12.0,Tây Nam,Quan_Tan_Binh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",47.59
230,257.2,4,3,5.3,Đông,Huyen_Hoc_Mon,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",10.28
231,34.6,6,2,4.3,Tây Bắc,Huyen_Nha_Be,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",2.39
232,267.4,6,1,8.4,Tây Bắc,Quan_3,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",97.33
233,186.1,2,2,4.9,Đông Bắc,Quan_Binh_Thanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",23.67
234,46.9,3,1,4.7,Tây,Quan_4,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",8.01
235,204.2,7,1,6.1,Đông,Quan_6,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nở hậu, nội thất cao cấp.",35.39
236,39.6,8,2,8.7,Nam,Quan_4,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nội thất cao cấp.",10.02
237,313.2,8,2,4.9,Đông Bắc,Quan_11,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ, nội thất cao cấp.",37.19
238,162.2,4,2,8.9,Tây Bắc,Quan_Go_Vap,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ, nội thất cao cấp.",16.67
239,266.4,7,2,5.1,Tây Bắc,Quan_Tan_Binh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",43.57
240,68.5,8,3,4.5,Bắc,Huyen_Hoc_Mon,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",5.1
241,271.1,5,4,10.0,Bắc,Quan_5,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",50.81
242,179.2,7,1,8.6,Tây Bắc,Huyen_Nha_Be,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ hồng chính chủ.",13.97
243,280.9,6,2,2.8,Nam,Quan_11,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ, nội thất cao cấp.",37.53
244,228.7,1,1,7.1,Bắc,Quan_12,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, sổ đỏ.",18.67
245,64.6,8,3,3.9,Tây Nam,Quan_8,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu.",10.22
246,258.5,2,2,2.9,Tây Nam,Quan_Thu_Duc,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",18.34
247,159.7,6,3,3.6,Tây Bắc,Quan_2,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",37.61
248,128.2,3,1,3.5,Đông Nam,Huyen_Binh_Chanh,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nở hậu, sổ đỏ, nội thất cao cấp.",7.02
249,176.4,1,1,8.0,Bắc,Quan_Phu_Nhuan,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",38.15
250,289.2,6,2,3.9,Tây Nam,Quan_Phu_Nhuan,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",60.54
251,204.7,5,2,6.9,Bắc,Huyen_Hoc_Mon,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",9.27
252,290.4,7,5,6.5,Đông Bắc,Quan_8,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu.",30.97
253,239.3,4,3,6.0,Tây,Quan_12,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",20.07
254,163.9,5,3,8.0,Đông,Quan_4,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",23.93
255,134.6,5,4,7.6,Bắc,Quan_12,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",14.62
256,181.3,7,1,7.0,Tây,Quan_Tan_Binh,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nở hậu, sổ đỏ, nội thất cao cấp.",45.12
257,254.8,8,3,6.1,Nam,Quan_6,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",34.13
258,206.3,7,3,4.6,Đông Bắc,Quan_5,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, sổ hồng chính chủ.",39.86
259,91.7,6,5,5.1,Đông Nam,Quan_8,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",11.77
260,126.1,8,2,7.7,Nam,Quan_5,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích.",26.17
261,74.9,6,1,4.1,Tây Nam,Quan_Thu_Duc,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",7.11
262,39.2,2,1,6.3,Đông Nam,Quan_1,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ, nội thất cao cấp.",12.77
263,203.7,3,1,4.0,Tây,Huyen_Hoc_Mon,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",8.17
264,130.6,7,5,11.6,Nam,Quan_7,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nở hậu.",28.3
265,69.0,2,3,8.3,Tây,Quan_Binh_Tan,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",5.94
266,276.4,6,3,6.1,Tây Nam,Quan_2,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nội thất cao cấp.",67.37
267,134.9,6,2,4.4,Đông Nam,Quan_3,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ đỏ.",31.43
268,314.6,3,3,3.6,Bắc,Quan_2,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, nội thất cao cấp.",96.57
269,167.5,8,1,6.9,Tây,Quan_5,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",54.85
270,313.5,6,2,6.3,Đông,Quan_8,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",30.05
271,41.1,3,5,6.6,Bắc,Huyen_Hoc_Mon,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",1.95
272,266.0,2,4,6.9,Tây Bắc,Quan_Tan_Binh,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",36.43
273,189.4,1,2,4.9,Bắc,Quan_2,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",39.03
274,265.9,8,5,3.0,Đông,Quan_2,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ đỏ, nội thất cao cấp.",62.64
275,186.6,6,1,8.6,Nam,Quan_11,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",42.67
276,159.8,4,5,7.1,Đông,Quan_7,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",33.71
277,64.7,8,5,9.1,Đông Bắc,Quan_Thu_Duc,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nội thất cao cấp.",9.84
278,76.2,3,3,4.3,Bắc,Huyen_Nha_Be,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, nội thất cao cấp.",5.84
279,309.3,5,3,4.6,Nam,Quan_Tan_Binh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",71.83
280,211.6,4,4,4.8,Nam,Huyen_Binh_Chanh,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",8.69
281,190.9,7,2,12.0,Đông Nam,Quan_Binh_Thanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ đỏ, nội thất cao cấp.",27.66
282,226.6,3,4,6.8,Tây Nam,Quan_11,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ, nội thất cao cấp.",30.31
283,139.7,5,3,6.4,Đông,Huyen_Binh_Chanh,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",6.91
284,281.3,8,1,3.3,Tây Nam,Huyen_Hoc_Mon,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",10.49
285,80.2,3,2,12.0,Bắc,Quan_3,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, nở hậu, sổ hồng chính chủ.",25.21
286,298.9,1,1,11.0,Tây,Quan_5,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",49.88
287,178.6,3,5,4.0,Đông Nam,Quan_6,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",19.13
288,268.0,1,2,6.6,Đông Bắc,Huyen_Binh_Chanh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",21.98
289,138.8,5,2,7.0,Đông Bắc,Quan_4,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, sổ hồng chính chủ, nội thất cao cấp.",32.05
290,49.3,2,3,3.4,Tây,Quan_Thu_Duc,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, nở hậu, nội thất cao cấp.",7.27
291,183.6,7,2,6.9,Nam,Quan_7,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",26.98
292,293.7,7,1,8.4,Bắc,Quan_8,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",25.88
293,130.5,2,4,6.8,Tây Bắc,Quan_3,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",32.1
294,245.3,5,1,4.1,Đông Bắc,Quan_5,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nội thất cao cấp.",77.52
295,61.4,1,2,3.5,Đông Bắc,Quan_5,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ.",12.55
296,79.3,5,1,5.7,Bắc,Quan_6,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",9.8
297,99.0,4,1,10.9,Tây Nam,Quan_3,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, sổ hồng chính chủ.",24.34
298,229.6,3,4,6.8,Tây Nam,Quan_11,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ, nội thất cao cấp.",38.11
299,284.0,8,5,3.9,Đông,Quan_12,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nội thất cao cấp.",28.03
300,239.6,1,5,11.0,Bắc,Quan_3,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",60.55
301,217.9,3,4,4.4,Tây Bắc,Quan_Binh_Tan,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",16.07
302,275.2,3,3,5.9,Bắc,Quan_8,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",29.76
303,93.4,5,2,2.9,Tây Nam,Quan_Binh_Tan,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",9.12
304,232.6,5,1,6.3,Tây Nam,Quan_4,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",36.47
305,177.3,6,2,5.2,Đông,Quan_8,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, sổ đỏ.",14.42
306,71.4,2,1,4.7,Tây Bắc,Quan_6,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",6.83
307,199.7,3,1,4.5,Đông,Huyen_Nha_Be,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, nở hậu, sổ hồng chính chủ.",13.49
308,304.4,4,1,7.1,Bắc,Quan_11,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",37.01
309,74.5,6,3,4.3,Bắc,Quan_10,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ, nội thất cao cấp.",12.84
310,77.3,1,1,4.9,Tây Bắc,Quan_4,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",11.3
311,179.0,6,3,4.8,Đông Nam,Quan_Phu_Nhuan,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",32.0
312,64.5,8,1,4.0,Tây,Quan_Phu_Nhuan,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",12.48
313,178.3,7,1,4.4,Tây Nam,Quan_4,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nở hậu.",36.58
314,247.7,7,1,4.8,Tây Nam,Quan_Tan_Binh,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",42.95
315,245.6,8,3,4.1,Đông Nam,Quan_4,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",47.17
